id1,id2,title,sponsor,cosponsor,purpose,justification,history,vote,fiscal,edate,link
A06407,A6407,"An act to amend chapter 25 of the laws of 2020, providing requirements for sick leave and the provision of certain employee benefits when such employee is subject to a mandatory or precautionary order of quarantine or isolation due to COVID-19, in relation to exempting daycare facility and childcare facility employers from providing for COVID-19 sick leave",Brabenec,,This bill would exempt daycare and childcare facility employers from the obligation of providing sick pay for Covid 19 related illnesses to employees.,"The, child care and daycare facilities at first are having difficulty first and foremost. finding employees, then being obligated to pay an equally qualified employee as well as the sick pay is essentially doubl- ing the wage.",None,There are no votes for this bill in this legislative session.,None,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06407&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06521,A6521,"An act to amend the labor law, in relation to providing a credit against unemployment fund contributions for employers who employ persons in recovery",Giglio JA,,To incentivize employers to hire individuals who are participating in or'have . successfully completed a recovery program through the Office of Addiction Services and Supports,"Those recovering from substance abuse disorders deserve a fair chance in the workforce. Stable employment reinforces the recovery process and encourages them to make responsible decisions, but they are often held to a disadvantage in obtaining gainful employment. Under this legis- lation, when an employee in recovery is hired that participated in or completed an OASAS program, their employer will receive a tax credit for a portion of their required contribution to the state. The credit awarded will be in proportion to the progress made in such recovery program. This legislation reduce the unemployment level for people in recovery and thereby ease the burden on the state unemployment insurance fund.",New bill,There are no votes for this bill in this legislative session.,Minor fiscal implications for state government,This act shall take effect immediately and shall apply to all taxable years beginning after the thirty-first day of December of the year this act takes effect.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06521&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06527,A6527,"An act to amend the labor law, in relation to paid sick leave provided by employers with full-time employee equivalents",DiPietro,,To amend state labor law mandated allocations of sick leave to reflect employees hours and duration of employment,"In 2020, the New York.State Legislature passed mandatory minimum paid sick leave requirements to prevent workers from experiencing financial hardships due to illness. Recognizing the importance of paid time off, it is also important to focus on the loss of income businesses have experienced during the COVID-19 pandemic with many closing their doors permanently or hanging on by a thread. This bill seeks to correct and unintended consequence of an inequitable burden placed on employers. This measure would provide a better balance approach regarding paid sick leave for both employers and employees. Specifically, it will restructure the determination of employees to full-time equivalents for employers with four or fewer employees, and will alleviate the frontload of sick time accruals for everyone else. By reallocating the sick leave allotments to reflect hours worked, full- time, part-time, temporary, probationary, or other status employees receive sick time in a manner that better reflects time on the job. As with the previous bill, no section of this law should be construed to prevent an employer from offering more sick leave or other paid time off compensation than is outlined here.",2022: A. 6566 Referred to Labor,There are no votes for this bill in this legislative session.,None,This act shall take effect immediately,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06527&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06528,A6528,"An act to amend the labor law, in relation to including Stewart Interna- tional Airport in the definition of covered airport location for the purposes of minimum wage rates",Jacobson,Eachus,To include the Stewart International Airport in the definition of covered airport location for the purposes of minimum wage and supple- mental benefit rates as outlined in the Healthy Terminals Act,"When the Healthy Terminals Act was signed at the end of December 2020, Stewart International Airport was not included in the bill's provisions. As a result, many of Stewart International Airport's workers have been unable to access to health insurance coverage through their job and are left with no coverage at all. New York's Healthy Terminals Act (the ""Act"") established specific stand- ards for wage rates for covered airport workers at covered airport locations. The Act requires that employers of covered airport workers provide an hourly standard benefits supplemental rate in addition to the applicable hourly minimum wage. Without health insurance, public-facing workers on the front line of the pandemic, such as airports like Stewart, left to seek jobs that can provide better wages and benefits. This left Stewart without a professionally trained workforce who can ensure the safety and cleanliness of an important, local transportation hub. The cost of providing better wages and health care benefits are minimal compared to the costs of hiring and training new employees every few months. This legislation would include Stewart International Airport in the Healthy Terminals Act, enabling its workers to receive both local prevailing wages and health insurance coverage.",New bill.,There are no votes for this bill in this legislative session.,None.,This act shall take effect� immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06528&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06605,A6605,"An act to amend the workers' compensation law, in relation to paid fami- ly leave and bereavement",Reyes,Clark,"An act to amend the workers' compensation law, in relation to paid fami- ly leave and bereavement. :","This legislation looks to include time off for bereavement as a part of Paid Family Leave (PFL). This legislation looks to allow the use of PFL where, (1) if a family member, as defined by current law, passes away suddenly then PFL may be taken for bereavement or (2) if PFL is used to take care of a family member and that family member passes away, any remaining PFL may be used as bereavement time. Facing the death of a child may be the hardest thing a parent ever has to do. People who have lost a child have stronger grief reactions and a longer and slower bereavement and recovery should be expected when some- one loses a child. For those suffering the loss of a spouse or domestic partner, studies have shown that mortality increases anywhere from 40 to 90% in the three months following the death of a spouse and lingers at 15% during the months after. The inability to take time to process grief not only has an impact on a person's health and their family, it has a profound impact on their ability to carry out their normal day to day tasks. However, on average, four days are allotted for the death of a spouse or child, according to the Society for Human Resource Management 2016 Paid Leave in the Work- place Survey. The American Cancer Society notes that if normal mourning does not occur it is called ""complicated grief"" or 'unresolved grief.""Unresolved grief can Cause severe psychological stress. Grief-related losses cost U.S.companies as much as $75 billion annually. Allowing individuals, the necessary time to grieve has long-term benefits in the form of greater employee loyalty, better outcomes, better quality of life for that person, and an overall healthier workforce that has been given the necessary time to mourn their loss.",2021-2022 - Referred to Labor 2019-2020 - Referred to Labor 2018 - Passed Assembly and Senate; Vetoed,There are no votes for this bill in this legislative session.,TBD,"This act shall take effect immediately and shall apply to all policies Or contracts issued, renewed, modified, altered or amended on or after January 1, 2025.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06605&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06669,A6669,"An act to amend the workers' compensation law, in relation to providing an insurance premium reduction for landscape businesses whose employees complete a safety course for the landscape industry",Stirpe,,The purpose of this legislation is to provide for a ten percent Workers' Compensation premium reduction for landscape businesses where a minimum of fifty percent of the employees take a ten hour OSHA approved safety course.,"The cost of medical expenses, lost productivity, and legal fees which result from a workplace accident can have a significant financial impact on businesses. Businesses can reduce the risk of accidents and injuries and benefit from lower insurance premiums by prioritizing workplace safety. This legislation will encourage employers to provide their employees OSHA approved and certified training ensuring workers are aware and up to date on the best industry safety. practices. Therefore, this legislation will promote a culture of safety within the industry, ultimately benefiting workers, businesses, and the community as a whole.",2021-22: A.6415/S.381 - Referred to Labor/ Referred to Labor 2019-20: A.8197/S.5331 - Referred to Labor/ Referred to Labor,There are no votes for this bill in this legislative session.,: To be determined.,"This act shall take effect on the one hundred twentieth day after it shall have become a law. Effective immediately, the addition, amendment and/or repeal of any rule or regulation necessary for the implementation of this act on its effective date are authorized to be made and completed on or before such date.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06669&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06707,A6707,"An act to amend the workers' compensation law, in relation to defining temporary total disability",Bronson,"Jacobson, Reyes, Colton, Davila","Defines temporary total as inability to perform the job, in which injured, or a job offered by the employer that has been modified to meet the abilities of the injured worker. SUMMARY OF SPECIFIC PROVISIONS","This legislation establishes a requirement for return to work programs in order to return injured workers to gainful employment and thus limit the use of the safety net. The provision will ensure that permanently disabled workers with significant injuries are provided with every opportunity to return to gainful employment, and adequate wage-replace- ment benefits if they are unable to do so.",A1118 of 2021-22: Veto A9955 of 2020: referred to labor,There are no votes for this bill in this legislative session.,None,Immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06707&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06752,A6752,"An act to amend the labor law, in relation to increasing the unemploy- ment insurance minimum weekly benefit amount",Lunsford,,This bill increases the unemployment insurance minimum benefit amount to $650.,"New York's current UI benefit levels lag behind our higher cost of living, inflation rates, and the unemployment benefits of surrounding states. As unemployment is at the lowest point in decades, now is the time to create a new minimum UI benefit. Currently, inflation and cost of living make the current UI benefit grossly inadequate. Establishing a minimum UI benefit of $650 will ensure all New Yorkers can make ends meet while seeking other employ- ment. According to the Economic Policy Institute, women and workers of color are disproportionately disadvantaged by the current UI system because they are more likely to work in low-paying jobs, and thus receive lower UI benefits.i This bill would address that inequality as well as better compensate those seeking employment and avoid placing more families on other forms of public assistance.",New bill,There are no votes for this bill in this legislative session.,To be determined.,"This act shall take effect on the sixtieth day after it shall have become a law. i Economic Policy Institute, ""Section. 5. Benefit levels: Increase UI benefits to levels working families can survive on,"" available at https://www.epi.org,/publication/section-5-benefit-levels-increase-ui- benefits-to-levels-working-families-cansurvive-on/.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06752&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06756,A6756,"An act to amend the labor law, in relation to the commissioner's duty to ensure employers inform employees about certain provisions in employment contracts",Shimsky,,"To require that employers inform workers that non-disclosure or non-dis- paragement provisions in their employment contracts cannot prevent them from speaking with law enforcement, the equal employment opportunity commission, the division of human rights, a local human rights commis- sion, or an attorney retained by the employee.","As the use of non-disclosure. agreements in employment contracts has become more widespread, there have been frequent misunderstandings about the rights of employees to report workplace misconduct. Many workers are victims or witnesses to sexual harassment believe that if they report to the police or cooperate with an investigation they could be sued for violating their nondisclosure agreements. Requiring employers to clarify the limits on nondisclosure agreements will ensure all workers are aware of their legal rights and can freely report unlawful acts without fear of retaliation. This legislation will establish an important safe-guard against the misuse of nondisclosure agreements as a tool to silence whistleblowers.",2021-2022: S457 2019-2020: S2035 / A1115 2017-2018: A11301,There are no votes for this bill in this legislative session.,None to the State,This act shall take effect immediately,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06756&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06819,A6819A,"An act to amend the labor law, in relation to enacting the ""trapped at work act""",Steck,"Santabarbara, Paulin, Levenberg",To prohibit reimbursement clauses or promissory notes as a condition of employment.,"Employers across the state have been trapping employees at work by requiring employment promissory notes a/k/a ""training reimbursement agreements"" as a condition of employment. Workers desperate for a job will sign these contractual agreements without the advice of counsel, unknowingly being trapped in a position under the threat of legal action should not complete the terms of the contract. Minimum and low-wage workers subject to these agreements are required to ""repay"" the employer thousands of dollars should they leave the employment due to poor work- ing conditions or anything unrelated to job performance for non-existent ""on the job"" training while also making money for the employer. This legislation prohibits this practice except under specifid conditions, such as where there is true training that must be paid for, property has been sold or leased to the employee, sabbatical leaves and collective bargaining agreements.",New bill.,There are no votes for this bill in this legislative session.,None to state or local government.,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06819&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06832,A6832A,"An act to amend the workers' compensation law, in relation to workers' access to treatment",Lunsford,"Bronson, Jacobson, Cruz, Ramos, Glick, Stirpe, Shimsky, Ardila, Conrad, McMahon, Zaccaro, Dickens,
Simon, Levenberg, Simone, Meeks, Mamdani, Buttenschon, Seawright, Bendett, Burdick, Eachus, Sayegh,
Epstein, Shrestha",This bill improves injured worker's access to timely and quality treat- ment under the Workers' Compensation Law.,"This bill works to restore the overall goal of the Workers' Compensation Law, which is ""the provision of a swift and sure source of benefits to injured employees or the dependents of deceased employees."" Crosby v. Workers' Comp, 57 N.Y.2d 305, 313 (N.Y. 1982). First, this legislation also raises the pre-authorization limit of $1,000 to $1,500 to account for the increased prices of medical care and to help eliminate unneces- sary delays in the provision of routine tests and procedures. Second, this bill makes clear that the Board's ""list of pre-authorized procedures"" or Medical Treatment Guidelines or ""MTGs"" is to be used only as a list of treatment not requiring carrier approval, not as a means to automatically deny any procedures not on the list. Based on industry data, at this time, only treatments within the MTGs are receiving authorization, which others consistently get denied as not medically necessary despite the authorization request having come from a medical provider. This has led to a drastic decrease in doctors willing to participate in the Workers' Compensation system - providers often will not perform a pre-authorized procedure without receiving authorization for fear that the carrier will still deny the bills. The legislative history supporting the adoption of the list of preauthorized procedures in 2007 indicates that its purpose was to reduce impediments to prompt diagnostic and treatment measures. The sooner injured workers receive their treatment, the sooner they can return to work. Unfortunately, that has not been the reality as implemented by the Board.' Due to complexity of the MTGs and the authorization system, many injured workers and their providers experience undue delays and have stopped working with Workers' Compensation altogether, transferring the costs to private insurance. Finally, this bill restores claimants' right for payment of services by out-of-network providers the right to which was upheld by our court system and then eliminated by the Workers' Compensation Board. The Court in Rivera v. North Central Bronx Hospital, 101 A.D.3d 1304 (3d Dept. 2012) determined that even if an injured worker failed to use the diagnostic testing network, the carrier would pay the out-of-network provider at the negotiated network rate pursuant to the language and intent of the law. However, the Workers' Compensation Board has adopted regulations which contravene this holding. See 12 NYCRR 440.8(c). These regulations preclude any payment to any out-of-network provider, making it more difficult for injured workers to obtain testing. This legis- lation allows injured workers to obtain treatment in a timely manner, while also reducing costs of treatment by requiring out-of-network providers to accept payment at the carrier's negotiated network rate. i Notably, this was the concern of the dissenting judges in Matter of KioKigin v. New York State Workers' Compensation Board, 24 NY3d 459 (2014) where a split Court of Appeals upheld the Board's creation of the MTGs. In the dissent, Judge Rivera noted, ""to the extent the Board's regulations establish a variance scheme that predetermines that all treatment not included on the preauthorized list of services is presump- tively not medically necessary, it imposed a burden on Kigin and other claimants inconsistent with the statute's language and underlying purpose."" (Id. at 470).",New bill,There are no votes for this bill in this legislative session.,None to the State.,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06832&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06877,A6877,"An act to amend the labor law, in relation to remedies for payment of wage violations",Lavine,,To reduce the harmful effects that the Vega ruling will have on small businesses by aligning damages for violations of section 191 of the labor law with penalties already existing in Section 218 of the labor law.,"In September of 2019, the First Department ruled in Vega v. CM & Associ- ates Construction Management, LLC that manual workers who were paid in full but at a frequency other than weekly could bring a lawsuit seeking liquidated damages. The court's rationale in Vega suggests that the holding extends beyond manual laborers to all employees covered under the frequency of pay requirements in Section 191. Section 191 of the Labor Law regulates how frequently certain non-exempt employees must be paid. For manual workers and railroad workers, wages must be paid weekly. Clerical and other workers must be paid at least semi-monthly and commission sales persons must be paid at least once a week. Prior to the Vega decision, it was generally understood that there was no private cause of action for a violation of Section 191. That section does not expressly include a private right of action and Section 198, the labor law's remedy section, allows relief for unpaid wages but not for late-paid wages. Additionally, the NYS Department of Labor (NYS DOL) who enforces violations of the labor law never advised or suggested that a private cause of action existed for wages paid late in violation of Section 191's frequency of payment requirements. As a result, consensus was that the only consequence for violating the frequency of pay requirements was the possibility that the NYS DOL could assess a penalty pursuant to labor law section 218. The fine for a frequency of payment violation under Section 218 is $1,000, $2,000, or $3,000 for first, second, third, and subsequent violations. The Vega holding allowing for liquidated damages for violations of Section 191 is concerning for small busi- nesses. Liquidated damages are typically measured as the full amount of the underpayment. In a frequen- cy of payment case, the liquidated damages would be the total amount of wages the employee received late for the entire duration of the statute of limitations (6 years). This could result in small businesses closing because they owe hundreds of thousands of dollars and individual owners remaining on the hook because there is personal liability for violations of the labor law. This bill seeks to protect workers and employers by amending Section 198 Of the labor law to acknowledge that there is a private right of action for violations of Section 191, frequency of payment, but that damages are limited. The bill caps damages at $1,000 for the first violation, $2,000 for the second violation, $3,000 for third and subsequent violations. This penalty scale is consistent with the fines that NYS DOL can assess pursuant to labor law section 218.",2022: S.9511 (Thomas) - Referred to Rules..,There are no votes for this bill in this legislative session.,None to the state.,This act shall take effect immediately,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06877&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06899,A6899,"An act to amend the labor law, in relation to maximum hours for home care aides",Epstein,Mitaynes,To protect home health aides from being required to work unreasonable work schedules in any day or week and ensure they are not pressured by employers with disciplinary action.,"Home care workers in New York are essential to maintaining the daily well-being and long-term care of older adults and people living with chronic health conditions or disabilities. Home care workers and personal care aides are among the fastest growing occupations in the state. New York State employs more than 210,000 home care workers and they rank as NYC's single largest occupational group. The demand for home care workers will only accelerate with a growing aging population. It has become increasingly apparent that many home care workers are required by employers to work mandatory 24-hour shifts to care for people who have been approved for around-the-clock care. Home care work- ers report that they are often required to work 24-hour shifts consec- utively in a week. The growth in mandatory 24-hour shifts can endanger the health and safety of both home care workers and care recipients. Studies have shown that prolonged periods of wakefulness (17 hours with- out sleep) can significantly impair hand-eye coordination, decision-mak- ing skills and memory. Workers' sleep is shorter, lighter, more frag- mented and less restorative than normal sleep at night. Twenty-four hour shifts are equally detrimental to care recipients. When home care work- ers are too fatigued or become chronically ill from lack of proper rest and sleep, care recipients - those approved for 24-hour care and among the neediest of clients - are less likely to receive proper treatment and safe care. They face a higher risk of injury when workers are mentally or physically fatigued to safely move them or assist with medi- cally-related tasks. Further, burn-out, occupational related illnesses and high turnover among workers lowers the quality and continuity of care. The labor of home care workers contributes to the well-being and long term care of New York's aging community and people living with chronic health needs or disabilities. Home care workers are also an important component of the state's economic growth. It is thus declared to be the public policy of this State to protect home care workers from 24-hour shifts in order to safeguard the health, safety and general well-being of home care workers and their families, as well as care recipients, consumers and the public.",2020: A8064A/S06640 referred to labor/REFERRED TO RULES 2019: A8064A/S06640 - referred to labor/REFERRED TO LABOR,There are no votes for this bill in this legislative session.,To be determined,Immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06899&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06909,A6909,"An act to amend the labor law, in relation to permitting the employment of minors as referees, umpires or officials at youth sporting events",Solages,,"To include an exception to allow minors, ages twelve through seventeen, to serve as a referee, umpire or official at a youth sporting event without a certificate of employment or permit in limited circumstances. There are multiple protections in the bill to address parental approval, academic criteria and labor law concerns. This legislation would allow more young people to get paid to perform this work in their communities, as well as fill what is in many communities a shortage of youth sports officials. SUMMARY","In New York State, anyone under the age of 18 must show an employment certificate before they can work. These certificates, commonly known as ""working papers,"" are issued by school districts and are valid for two years from the date of issue. In order to qualify for an employment certificate, applicants must present evidence of age, a parental or guardian signature, certificate of physical fitness, a pledge of employ- ment, their school record and their social security number. New York State labor laws stipulate that no minor under the age of fourteen shall be employed in or in connection with any trade, business or service. However, numerous exceptions have been created to allow minors to work before the age of fourteen. For instance, an eleven year old may be employed as a newspaper carrier. Provisions also exist to allow twelve and thirteen year olds to work on a family farm, family market stand or as a bridge caddie. Child performers and models are also allowed to work under the age of fourteen. All of these exceptions are allowed as long as they comply with either the Education Law work requirements for minors or provisions contained within the Arts and Cultural Affairs Law. When exceptions have allowed children under the age of fourteen to be permitted to work in a certain field, the amendment has also provided provisions allowing youth ages fourteen through seventeen to be employed in that same field without a certificate of employment or permit. Simi- lar to that of the exclusion for a bridge caddie, this exception allow- ing twelve and thirteen year olds to be employed as a referee, umpire or official at a youth sporting event, accompany provisions allowing those ages fourteen through seventeen to do so without an employment certif- icate or permit. Currently, many, youth sport leagues are experiencing shortages in referees or umpires. For example, many youth hockey leagues are trying to cope with a significant shortage of youth referees. This legislation would allow more young people to enjoy contributing to youth sports regardless of their athletic ability and to learn the value of gainful employment.",2021-22: A7810; referred to labor. 2019-20: A28; referred to labor. 2017-18: A189; referred to labor. 2015-16: A6409; referred to labor. 2013-14: A8457; referred to labor. 2011-12: A7484; referred to labor. 2009-10: S6652; referred to labor.,There are no votes for this bill in this legislative session.,:. None.,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06909&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06938,A6938,"An act to amend the labor law, in relation to requiring the commissioner of labor to prepare an annual report on the cost of living, poverty rates and adequacy of the current minimum wage in the state",Burgos,,"To require the Commissioner of the Department of Labor to prepare an annual report on the state's cost of living, poverty rates, and the adequacy of the current minimum wage.  : Section 1. Section 21 of the labor law is amended by adding a new subdivision 16. This addition mandates the Department of Labor shall produce a report to analyze the change in living costs, changes in poverty and child poverty for households that include one or more workers, and the adequacy of the minimum wage. The report shall also compare the current and projected future value of the state's various region-based minimum wage levels with the minimum wages in other high-cost states. This report shall be produced annually by the 13th of September and distributed to the governor, the temporary presi- dent of the senate, the speaker of the assembly, and the chairs of the labor committees. Section 2. The act shall take effect immediately. DIFFERENCE BETWEEN ORIGINAL AND AMENDED VERSION (IF APPLICABLE)","In New York State, roughly one million workers--16.4% of New York State's workforce- earn the minimum wage. The State has an obligation to ensure the legislature has access to accurate data on the cost of living and the adequacy of the current minimum wage. Historically, yearly gains in inflation have decreased the value of the minimum wage, chipping away at workers' purchasing power and leading to hardship for many. Each year that inflation increases and wages at the bottom do not, workers in the lowest-paying positions struggle to pay bills, feed their families, and access transportation. Across the state, minimum wage workers are disproportionately women and people of color, groups that also face significant barriers to advancement. This bill mandates the Department of Labor, by September 13th, to prepare and submit an annual report on the cost of living, poverty rates, and minimum wage. The cost of living shall be measured and analyzed using various available cost of living measures, and the data will be disaggregated by race, ethnicity, gender, age, disability status, household size, and education level for each of four regions of the state.",New Bill,There are no votes for this bill in this legislative session.,TBD,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06938&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A06945,A6945,"An act to amend the labor law, in relation to an individual's right to request a hearing regarding an unemployment insurance benefits claim",Burdick,,To allow applicants for unemployment insurance benefits to request a hearing if they do not receive benefits or a notice of initial determi- nation within thirty days of completing an application and to require the Department of Labor to notify them of their right to a hearing when they apply.,"Unprecedented numbers of New Yorkers applying for unemployment assist- ance swamped the Department of Labor early in the COVID-19 pandemic. In the months following the first deluge of claims, many claimants received little or no communication from the Department of Labor for weeks or in some cases months. Even now, three years after devastating job losses began the rush for much needed support, many claimants still do not receive timely determinations regarding their claims. Current law provides a right to a hearing to an unemployment insurance benefit claimant only after receipt of a notice of determination. Where the claimant has neither begun to receive benefits nor received a notice of determination denying benefits, there is no means by which to request a hearing no matter how much time has elapsed since the initial date of application. By allowing individuals to request a hearing if they have not received benefits or notice that their claim has been denied within 30 days, this bill will provide claimants with some recourse. Further, providing a right to a hearing when thirty days have elapsed with no decision on benefit eligibility, brings the Department of Labor in line with the eligibility determination time frame for other state- administered benefits such as Family Assistance, Safety Net Assistance, Supplemental Nutrition Assistance Program (SNAP) benefits, and Medical Assistance benefits. All of these programs must make a determination and issue a notice of determination within 30 days of an application for benefits except in certain well-defined circumstances. Where applicants disagree with the determination, or where no determination has been timely issued, applicants have a right to a hearing. Unemployment insur- ance claimants deserve the same consideration.",New bill.,There are no votes for this bill in this legislative session.,To be determined.,This act shall take effect 90 days after it shall become a law.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A06945&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A07198,A7198,"An act to amend the labor law, in relation to prohibiting discrimination against certain police officers and firefighters for injuries in the line of duty",Pheffer Amato,,"This bill prohibits the occupational discrimination against injured police officers or firefighters by the City of New York, the New York City Police Department, the Fire Department of the City of New York and those entities' authorized agents when the injury occurred in the performance of the police officer's or firefighter's duties.",": Currently, there is no explicit protection in our laws to protect our police officers and firefighters from discrimination in the workplace when they are injured or become ill in the line of duty and may need to utilize their sick leave, medical leave to recover or tend to their illness or injury. This needs to change and that is exact- ly what this bill addresses. When our first responders put their lives on the line, in the face of danger for the public good, they should not face any penalty or reper- cussion for their sustained injuries by the Department(s) or by the City that they serve. Police officers' and firefighters' employment should be protected, at the very least following an injury sustained in the line of duty. That includes the right to maintain and utilize their benefits, the right to work overtime, if necessary and the right to operate in their position under normal parameters, amongst other rights and privi- leges included in the protection of police officers' and firefighters' employment.",2022: A.9318-Referred To Labor 2020:A.7641 - Referred to Labor 2019:A.7641 - Referred to Labor 2018:A.11259- Referred to Labor,There are no votes for this bill in this legislative session.,None.,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A07198&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A07225,A7225 Revised 5/17/2023,"An act to amend the labor law and the administrative code of the city of New York, in relation to notification of job skills training programs and employment services for taxicab drivers",Rajkumar,,"Provides information on social welfare, financial literacy, and job training programs for taxi drivers to help them transition to new professions.","There is an increasing desire among taxi drivers to seek alternative employment. This bill directs the State Department of Labor in partner- ship with local city agencies to provide information on language instruction, financial literacy, social service, and vocational programs for these drivers.",2021-22 A8596 referred to labor,There are no votes for this bill in this legislative session.,To be determined.,This act shall take effect on the 30th day after it becomes law.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A07225&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
